date,admin1,admin2,market,commodity,unit,price_ghc,price_usd,cpi_category,year_month
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Maize,KG,1.5,0.28,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Onions,KG,4.32,0.8,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Onions,KG,4.21,0.78,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Onions,KG,5.49,1.02,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Millet,KG,4.12,0.76,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Millet,KG,3.05,0.57,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Millet,KG,1.7,0.32,Food & Beverages,2019-08
2019-08-15,NORTHERN,YENDI MUNICIPAL,Yendi,Millet,KG,1.47,0.27,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Onions,KG,7.4,1.37,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Millet,KG,2.53,0.47,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Millet,KG,3.57,0.66,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Millet,KG,2.69,0.5,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Millet,KG,4.41,0.82,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Millet,KG,3.75,0.7,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Millet,KG,2.03,0.38,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Millet,KG,2.92,0.54,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Millet,KG,2.23,0.41,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Millet,KG,4.86,0.9,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,3.24,0.6,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Onions,KG,10.37,1.92,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Onions,KG,4.46,0.83,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Tomatoes,KG,2.98,0.55,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Tomatoes,KG,1.95,0.36,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Tomatoes,KG,4.69,0.87,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Sorghum,KG,0.94,0.17,Food & Beverages,2019-08
2019-08-15,NORTHERN,YENDI MUNICIPAL,Yendi,Sorghum,KG,1.32,0.24,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Sorghum,KG,3.57,0.66,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Sorghum,KG,3.33,0.62,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Sorghum,KG,3.75,0.7,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Sorghum,KG,2.85,0.53,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Sorghum,KG,1.78,0.33,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Plantain,KG,1.61,0.3,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Onions,KG,6.87,1.27,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Onions,KG,1.34,0.25,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Onions,KG,3.79,0.7,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,2.23,0.41,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Onions,KG,3.53,0.65,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Onions,KG,7.24,1.34,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Millet,KG,2.93,0.54,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Tomatoes,KG,4.35,0.81,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Pepper,KG,4.0,0.74,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Pepper,KG,2.11,0.39,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Rice,KG,6.67,1.24,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Rice,KG,2.68,0.5,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,4.34,0.81,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Rice,KG,4.11,0.76,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Rice,KG,3.88,0.72,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Beans/Cowpea,KG,1.1,0.2,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Beans/Cowpea,KG,1.23,0.23,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Rice,KG,2.72,0.5,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Beans/Cowpea,KG,1.64,0.3,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Beans/Cowpea,KG,1.34,0.25,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Beans/Cowpea,KG,2.89,0.54,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Beans/Cowpea,KG,1.23,0.23,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Beans/Cowpea,KG,1.85,0.34,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Beans/Cowpea,KG,3.14,0.58,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Beans/Cowpea,KG,1.7,0.32,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Beans/Cowpea,KG,1.31,0.24,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Beans/Cowpea,KG,0.85,0.16,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,5.0,0.93,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Rice,KG,5.4,1.0,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Rice,KG,7.42,1.38,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Pepper,KG,5.56,1.03,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Pepper,KG,3.79,0.7,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Pepper,KG,2.88,0.53,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Pepper,KG,2.05,0.38,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Pepper,KG,6.67,1.24,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Pepper,KG,5.94,1.1,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Pepper,KG,5.56,1.03,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Pepper,KG,3.67,0.68,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Pepper,KG,8.29,1.54,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Pepper,KG,5.6,1.04,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Pepper,KG,2.08,0.39,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Rice,KG,5.5,1.02,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Rice,KG,3.36,0.62,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Rice,KG,2.24,0.42,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Rice,KG,2.74,0.51,Food & Beverages,2019-08
2019-08-15,NORTHERN,YENDI MUNICIPAL,Yendi,Rice,KG,2.83,0.53,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Rice,KG,2.47,0.46,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Pepper,KG,1.48,0.27,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Tomatoes,KG,1.75,0.32,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Tomatoes,KG,3.54,0.66,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Tomatoes,KG,5.33,0.99,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Yam,KG,7.93,1.47,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Yam,KG,6.64,1.23,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Yam,KG,4.14,0.77,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Yam,KG,4.29,0.8,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Yam,KG,6.04,1.12,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Yam,KG,8.03,1.49,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Yam,KG,8.75,1.62,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Fish (fresh),KG,3.66,0.68,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Yam,KG,6.0,1.11,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Yam,KG,6.23,1.16,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Yam,KG,7.5,1.39,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Yam,KG,6.16,1.14,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Yam,KG,5.56,1.03,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Yam,KG,5.54,1.03,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Yam,KG,7.17,1.33,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Yam,KG,6.78,1.26,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Yam,KG,10.0,1.86,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Fish (fresh),KG,2.24,0.42,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Fish (fresh),KG,5.0,0.93,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Fish (fresh),KG,1.46,0.27,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Plantain,KG,2.22,0.41,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Plantain,KG,1.23,0.23,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Plantain,KG,1.17,0.22,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Plantain,KG,3.33,0.62,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Plantain,KG,1.15,0.21,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Plantain,KG,0.63,0.12,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Plantain,KG,1.42,0.26,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Plantain,KG,1.07,0.2,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Plantain,KG,1.59,0.29,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Plantain,KG,2.17,0.4,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Plantain,KG,3.89,0.72,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Plantain,KG,3.44,0.64,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Fish (fresh),KG,2.84,0.53,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Fish (fresh),KG,3.39,0.63,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Fish (fresh),KG,3.09,0.57,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Fish (fresh),KG,4.59,0.85,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Fish (fresh),KG,4.33,0.8,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Chicken,KG,1.18,0.22,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Chicken,KG,7.61,1.41,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Chicken,KG,2.58,0.48,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Chicken,KG,1.85,0.34,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Cassava,KG,3.18,0.59,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Cassava,KG,2.66,0.49,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Cassava,KG,3.19,0.59,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Cassava,KG,1.73,0.32,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Cassava,KG,1.86,0.35,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Cassava,KG,2.26,0.42,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Cassava,KG,2.13,0.4,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Cassava,KG,3.62,0.67,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Cassava,KG,3.06,0.57,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Tomatoes,KG,4.33,0.8,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Tomatoes,KG,3.75,0.7,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Tomatoes,KG,1.43,0.27,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Tomatoes,KG,2.03,0.38,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Tomatoes,KG,2.93,0.54,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Tomatoes,KG,2.08,0.39,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Tomatoes,KG,5.0,0.93,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Tomatoes,KG,2.48,0.46,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Cassava,KG,2.15,0.4,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Beans/Cowpea,KG,2.15,0.4,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Cassava,KG,4.62,0.86,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Cassava,KG,3.17,0.59,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Chicken,KG,7.0,1.3,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Chicken,KG,3.17,0.59,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Chicken,KG,2.38,0.44,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Chicken,KG,5.88,1.09,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Eggs,KG,2.37,0.44,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Eggs,KG,2.45,0.45,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Eggs,KG,5.6,1.04,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Eggs,KG,3.35,0.62,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Eggs,KG,3.85,0.71,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Eggs,KG,7.54,1.4,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Eggs,KG,3.75,0.7,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Eggs,KG,6.32,1.17,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Eggs,KG,4.72,0.88,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Eggs,KG,5.83,1.08,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Eggs,KG,4.13,0.77,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Eggs,KG,3.51,0.65,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Cassava,KG,8.88,1.65,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Cassava,KG,3.23,0.6,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Beans/Cowpea,KG,2.81,0.52,Food & Beverages,2019-08
2019-08-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Plantain,KG,2.42,0.45,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Maize,KG,2.97,0.55,Food & Beverages,2019-08
2019-08-15,UPPER WEST,WA MUNICIPAL,Wa,Maize,KG,1.4,0.26,Food & Beverages,2019-08
2019-08-15,VOLTA,HO MUNICIPAL,Ho,Maize,KG,2.16,0.4,Food & Beverages,2019-08
2019-08-15,NORTHERN,YENDI MUNICIPAL,Yendi,Maize,KG,1.14,0.21,Food & Beverages,2019-08
2019-08-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Maize,KG,1.25,0.23,Food & Beverages,2019-08
2019-08-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Maize,KG,3.0,0.56,Food & Beverages,2019-08
2019-08-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Maize,KG,1.73,0.32,Food & Beverages,2019-08
2019-08-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Maize,KG,1.27,0.24,Food & Beverages,2019-08
2019-08-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Maize,KG,1.74,0.32,Food & Beverages,2019-08
2019-08-15,CENTRAL,CAPE COAST METRO,Cape Coast,Maize,KG,2.8,0.52,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Maize,KG,1.41,0.26,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Maize,KG,1.2,0.22,Food & Beverages,2019-08
2019-08-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Maize,KG,0.9,0.17,Food & Beverages,2019-08
2019-08-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Maize,KG,2.52,0.47,Food & Beverages,2019-08
2019-08-15,ASHANTI,KMA,Kumasi,Maize,KG,2.67,0.5,Food & Beverages,2019-08
2019-08-15,CENTRAL,MFANTSIMAN,Mankessim,Maize,KG,1.49,0.28,Food & Beverages,2019-08
2019-08-15,UPPER EAST,GARU TEMPANE,Garu,Maize,KG,1.05,0.19,Food & Beverages,2019-08
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Rice,KG,2.47,0.46,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Sorghum,KG,2.97,0.55,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Sorghum,KG,1.85,0.34,Food & Beverages,2019-09
2019-09-15,CENTRAL,CAPE COAST METRO,Cape Coast,Sorghum,KG,3.75,0.69,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Sorghum,KG,2.85,0.53,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Maize,KG,1.58,0.29,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Sorghum,KG,3.11,0.57,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Sorghum,KG,2.7,0.5,Food & Beverages,2019-09
2019-09-15,NORTHERN,YENDI MUNICIPAL,Yendi,Sorghum,KG,1.31,0.24,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Maize,KG,2.5,0.46,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Sorghum,KG,2.7,0.5,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Sorghum,KG,1.32,0.24,Food & Beverages,2019-09
2019-09-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Maize,KG,1.2,0.22,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Sorghum,KG,1.64,0.3,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Sorghum,KG,2.77,0.51,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Sorghum,KG,3.78,0.7,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Sorghum,KG,4.6,0.85,Food & Beverages,2019-09
2019-09-15,VOLTA,HO MUNICIPAL,Ho,Maize,KG,2.07,0.38,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Maize,KG,1.35,0.25,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Maize,KG,1.05,0.19,Food & Beverages,2019-09
2019-09-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Cassava,KG,8.05,1.49,Food & Beverages,2019-09
2019-09-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Maize,KG,1.18,0.22,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Maize,KG,2.83,0.52,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Sorghum,KG,0.94,0.17,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Rice,KG,4.11,0.76,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Rice,KG,5.61,1.04,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Rice,KG,6.67,1.23,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Pepper,KG,1.58,0.29,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Pepper,KG,3.91,0.72,Food & Beverages,2019-09
2019-09-15,ASHANTI,KMA,Kumasi,Maize,KG,2.02,0.37,Food & Beverages,2019-09
2019-09-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Maize,KG,2.52,0.47,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Maize,KG,0.83,0.15,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Maize,KG,0.92,0.17,Food & Beverages,2019-09
2019-09-15,ASHANTI,EJURA SEKYE DUMASE,Ejura,Fish (fresh),KG,5.04,0.93,Food & Beverages,2019-09
2019-09-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Fish (fresh),KG,3.91,0.72,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Fish (fresh),KG,5.0,0.92,Food & Beverages,2019-09
2019-09-15,GREATER ACCRA,TEMA METROPOLIS,Tema,Fish (fresh),KG,6.11,1.13,Food & Beverages,2019-09
2019-09-15,EASTERN,NEW JUABEN MUNICIPAL,Koforidua,Onions,KG,2.94,0.54,Food & Beverages,2019-09
2019-09-15,UPPER EAST,GARU TEMPANE,Garu,Fish (fresh),KG,1.89,0.35,Food & Beverages,2019-09
2019-09-15,UPPER WEST,WA MUNICIPAL,Wa,Fish (fresh),KG,2.21,0.41,Food & Beverages,2019-09
2019-09-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Fish (fresh),KG,1.87,0.35,Food & Beverages,2019-09
