date,admin1,admin2,market,commodity,unit,price_ghc,price_usd,cpi_category,year_month
2022-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Yam,KG,2.68,0.24,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Yam,KG,3.47,0.31,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Yam,KG,3.92,0.36,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Yam,KG,4.57,0.41,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Yam,KG,4.06,0.37,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Yam,KG,6.05,0.55,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Yam,KG,3.22,0.29,Food & Beverages,2022-10
2022-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Yam,KG,1.61,0.15,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Yam,KG,2.46,0.22,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Yam,KG,4.85,0.44,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Yam,KG,3.03,0.27,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Yam,KG,5.13,0.46,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Yam,KG,2.89,0.26,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,14.17,1.28,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Rice,KG,9.21,0.83,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Rice,KG,10.0,0.91,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Beans/Cowpea,KG,7.95,0.72,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Beans/Cowpea,KG,2.87,0.26,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Beans/Cowpea,KG,2.83,0.26,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Beans/Cowpea,KG,0.87,0.079,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Beans/Cowpea,KG,11.77,1.07,Food & Beverages,2022-10
2022-10-15,UPPER EAST,GARU TEMPANE,Garu,Beans/Cowpea,KG,2.86,0.26,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Beans/Cowpea,KG,12.22,1.11,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Beans/Cowpea,KG,4.94,0.45,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Maize,KG,4.35,0.39,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Maize,KG,3.62,0.33,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Maize,KG,3.93,0.36,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Maize,KG,3.39,0.31,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Plantain,KG,5.25,0.48,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Plantain,KG,7.94,0.72,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Plantain,KG,6.32,0.57,Food & Beverages,2022-10
2022-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Plantain,KG,4.68,0.42,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Plantain,KG,4.78,0.43,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Plantain,KG,4.84,0.44,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Plantain,KG,5.61,0.51,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Plantain,KG,12.22,1.11,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Plantain,KG,3.69,0.33,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Plantain,KG,1.65,0.15,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Plantain,KG,3.75,0.34,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Rice,KG,9.19,0.83,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Rice,KG,7.41,0.67,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Rice,KG,14.9,1.35,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Rice,KG,8.72,0.79,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Beans/Cowpea,KG,1.66,0.15,Food & Beverages,2022-10
2022-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,8.75,0.79,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Tomatoes,KG,12.33,1.12,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Chicken,KG,5.84,0.53,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Sorghum,KG,6.97,0.63,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Sorghum,KG,6.67,0.6,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Sorghum,KG,6.8,0.62,Food & Beverages,2022-10
2022-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Sorghum,KG,5.23,0.47,Food & Beverages,2022-10
2022-10-15,UPPER EAST,GARU TEMPANE,Garu,Sorghum,KG,4.7,0.43,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Sorghum,KG,12.34,1.12,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Sorghum,KG,6.1,0.55,Food & Beverages,2022-10
2022-10-15,UPPER EAST,GARU TEMPANE,Garu,Millet,KG,6.22,0.56,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Chicken,KG,6.28,0.57,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Chicken,KG,4.33,0.39,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Chicken,KG,3.82,0.35,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Sorghum,KG,5.81,0.53,Food & Beverages,2022-10
2022-10-15,UPPER EAST,GARU TEMPANE,Garu,Chicken,KG,8.89,0.81,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Chicken,KG,4.92,0.45,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Chicken,KG,7.78,0.71,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Chicken,KG,9.15,0.83,Food & Beverages,2022-10
2022-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Chicken,KG,6.9,0.63,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Cassava,KG,2.18,0.2,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Cassava,KG,1.6,0.15,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Cassava,KG,0.97,0.088,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Cassava,KG,1.38,0.13,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Cassava,KG,6.52,0.59,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Cassava,KG,2.17,0.2,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Cassava,KG,3.76,0.34,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Chicken,KG,9.88,0.9,Food & Beverages,2022-10
2022-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Sorghum,KG,2.7,0.24,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Eggs,KG,3.06,0.28,Food & Beverages,2022-10
2022-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Eggs,KG,1.34,0.12,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Millet,KG,10.01,0.91,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Millet,KG,12.29,1.11,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Millet,KG,9.48,0.86,Food & Beverages,2022-10
2022-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Millet,KG,6.84,0.62,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Millet,KG,8.81,0.8,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Millet,KG,12.5,1.13,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Millet,KG,7.75,0.7,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Millet,KG,8.13,0.74,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Millet,KG,7.42,0.67,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Millet,KG,6.63,0.6,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Onions,KG,2.03,0.18,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,3.57,0.32,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Onions,KG,1.58,0.14,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Onions,KG,3.44,0.31,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Onions,KG,5.61,0.51,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,2.81,0.25,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Onions,KG,2.5,0.23,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Onions,KG,3.15,0.29,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Onions,KG,8.83,0.8,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Eggs,KG,2.0,0.18,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Eggs,KG,3.83,0.35,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Eggs,KG,2.08,0.19,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Eggs,KG,5.0,0.45,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Eggs,KG,2.29,0.21,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Eggs,KG,1.0,0.091,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Cassava,KG,1.55,0.14,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Cassava,KG,2.54,0.23,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Millet,KG,8.72,0.79,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Fish (fresh),KG,14.0,1.27,Food & Beverages,2022-10
2022-10-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Tomatoes,KG,6.4,0.58,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Fish (fresh),KG,27.5,2.49,Food & Beverages,2022-10
2022-10-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Fish (fresh),KG,15.58,1.41,Food & Beverages,2022-10
2022-10-15,VOLTA,HO MUNICIPAL,Ho,Fish (fresh),KG,9.27,0.84,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Fish (fresh),KG,7.15,0.65,Food & Beverages,2022-10
2022-10-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Tomatoes,KG,8.29,0.75,Food & Beverages,2022-10
2022-10-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Tomatoes,KG,8.33,0.75,Food & Beverages,2022-10
2022-10-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Tomatoes,KG,6.69,0.61,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Tomatoes,KG,6.32,0.57,Food & Beverages,2022-10
2022-10-15,UPPER EAST,GARU TEMPANE,Garu,Fish (fresh),KG,8.73,0.79,Food & Beverages,2022-10
2022-10-15,NORTHERN,YENDI MUNICIPAL,Yendi,Fish (fresh),KG,16.14,1.46,Food & Beverages,2022-10
2022-10-15,CENTRAL,MFANTSIMAN,Mankessim,Fish (fresh),KG,5.66,0.51,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Fish (fresh),KG,13.25,1.2,Food & Beverages,2022-10
2022-10-15,CENTRAL,CAPE COAST METRO,Cape Coast,Tomatoes,KG,12.5,1.13,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Tomatoes,KG,4.41,0.4,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Tomatoes,KG,4.03,0.37,Food & Beverages,2022-10
2022-10-15,ASHANTI,KMA,Kumasi,Tomatoes,KG,5.71,0.52,Food & Beverages,2022-10
2022-10-15,UPPER WEST,WA MUNICIPAL,Wa,Tomatoes,KG,7.5,0.68,Food & Beverages,2022-10
2022-10-15,VOLTA,NKWANTA SOUTH,Nkwanta,Tomatoes,KG,2.83,0.26,Food & Beverages,2022-10
2022-10-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Tomatoes,KG,3.98,0.36,Food & Beverages,2022-10
2022-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Tomatoes,KG,3.14,0.22,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Yam,KG,3.52,0.25,Food & Beverages,2022-11
2022-11-15,NORTHERN,YENDI MUNICIPAL,Yendi,Yam,KG,2.73,0.2,Food & Beverages,2022-11
2022-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Yam,KG,2.46,0.18,Food & Beverages,2022-11
2022-11-15,VOLTA,HO MUNICIPAL,Ho,Yam,KG,3.45,0.25,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Yam,KG,5.53,0.4,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Yam,KG,8.47,0.61,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Eggs,KG,1.63,0.12,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Yam,KG,4.86,0.35,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Eggs,KG,4.29,0.31,Food & Beverages,2022-11
2022-11-15,CENTRAL,CAPE COAST METRO,Cape Coast,Eggs,KG,4.92,0.35,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Eggs,KG,5.25,0.38,Food & Beverages,2022-11
2022-11-15,NORTHERN,YENDI MUNICIPAL,Yendi,Millet,KG,8.48,0.61,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Millet,KG,8.69,0.62,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Millet,KG,11.12,0.79,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Millet,KG,10.21,0.73,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Eggs,KG,6.44,0.46,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Eggs,KG,2.74,0.2,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Eggs,KG,2.81,0.2,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Yam,KG,5.43,0.39,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Yam,KG,3.3,0.24,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Cassava,KG,3.48,0.25,Food & Beverages,2022-11
2022-11-15,VOLTA,HO MUNICIPAL,Ho,Cassava,KG,1.62,0.12,Food & Beverages,2022-11
2022-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Cassava,KG,3.76,0.27,Food & Beverages,2022-11
2022-11-15,ASHANTI,KMA,Kumasi,Millet,KG,6.63,0.47,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Millet,KG,8.88,0.63,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Millet,KG,8.44,0.6,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Millet,KG,10.98,0.78,Food & Beverages,2022-11
2022-11-15,CENTRAL,CAPE COAST METRO,Cape Coast,Yam,KG,4.87,0.35,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Millet,KG,8.99,0.64,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Millet,KG,12.8,0.91,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Millet,KG,6.75,0.48,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Millet,KG,8.34,0.6,Food & Beverages,2022-11
2022-11-15,ASHANTI,KMA,Kumasi,Yam,KG,5.88,0.42,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Yam,KG,4.91,0.35,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Yam,KG,3.4,0.24,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Yam,KG,4.59,0.33,Food & Beverages,2022-11
2022-11-15,CENTRAL,CAPE COAST METRO,Cape Coast,Millet,KG,12.5,0.89,Food & Beverages,2022-11
2022-11-15,UPPER EAST,GARU TEMPANE,Garu,Tomatoes,KG,6.98,0.5,Food & Beverages,2022-11
2022-11-15,VOLTA,HO MUNICIPAL,Ho,Eggs,KG,3.17,0.23,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Eggs,KG,10.46,0.75,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Tomatoes,KG,4.82,0.34,Food & Beverages,2022-11
2022-11-15,CENTRAL,CAPE COAST METRO,Cape Coast,Tomatoes,KG,7.26,0.52,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Tomatoes,KG,7.14,0.51,Food & Beverages,2022-11
2022-11-15,ASHANTI,KMA,Kumasi,Pepper,KG,1.66,0.12,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Pepper,KG,27.78,1.98,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Pepper,KG,2.87,0.21,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Pepper,KG,0.87,0.062,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Tomatoes,KG,2.21,0.16,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Pepper,KG,4.35,0.31,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Pepper,KG,14.73,1.05,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Pepper,KG,5.39,0.38,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Pepper,KG,3.97,0.28,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Rice,KG,5.15,0.37,Food & Beverages,2022-11
2022-11-15,ASHANTI,KMA,Kumasi,Rice,KG,9.53,0.68,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Tomatoes,KG,3.27,0.23,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Tomatoes,KG,8.33,0.59,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Pepper,KG,6.98,0.5,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Eggs,KG,3.91,0.28,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Tomatoes,KG,4.19,0.3,Food & Beverages,2022-11
2022-11-15,ASHANTI,KMA,Kumasi,Tomatoes,KG,5.71,0.41,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Rice,KG,10.0,0.71,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Rice,KG,10.91,0.78,Food & Beverages,2022-11
2022-11-15,CENTRAL,CAPE COAST METRO,Cape Coast,Rice,KG,17.5,1.25,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Rice,KG,13.67,0.98,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Onions,KG,3.49,0.25,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Onions,KG,8.9,0.64,Food & Beverages,2022-11
2022-11-15,VOLTA,HO MUNICIPAL,Ho,Onions,KG,3.74,0.27,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Tomatoes,KG,7.23,0.52,Food & Beverages,2022-11
2022-11-15,UPPER EAST,GARU TEMPANE,Garu,Onions,KG,7.07,0.51,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Onions,KG,7.51,0.54,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Onions,KG,3.6,0.26,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Onions,KG,2.59,0.18,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Onions,KG,2.62,0.19,Food & Beverages,2022-11
2022-11-15,ASHANTI,OBUASI MUNICIPAL,Obuasi,Onions,KG,4.11,0.29,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Tomatoes,KG,13.33,0.95,Food & Beverages,2022-11
2022-11-15,VOLTA,HO MUNICIPAL,Ho,Tomatoes,KG,7.86,0.56,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Tomatoes,KG,13.0,0.93,Food & Beverages,2022-11
2022-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Onions,KG,4.35,0.31,Food & Beverages,2022-11
2022-11-15,UPPER EAST,GARU TEMPANE,Garu,Fish (fresh),KG,14.97,1.07,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Cassava,KG,7.32,0.52,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Rice,KG,9.75,0.7,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Plantain,KG,5.61,0.4,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Plantain,KG,4.46,0.32,Food & Beverages,2022-11
2022-11-15,VOLTA,HOHOE MUNICIPAL,Hohoe,Plantain,KG,6.37,0.46,Food & Beverages,2022-11
2022-11-15,VOLTA,HO MUNICIPAL,Ho,Plantain,KG,4.82,0.34,Food & Beverages,2022-11
2022-11-15,UPPER EAST,BOLGATANGA MUNICIPAL,Bolga,Plantain,KG,8.05,0.58,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Plantain,KG,5.77,0.41,Food & Beverages,2022-11
2022-11-15,VOLTA,NKWANTA SOUTH,Nkwanta,Rice,KG,11.14,0.8,Food & Beverages,2022-11
2022-11-15,GREATER ACCRA,ACCRA METROPOLIS,Accra,Plantain,KG,5.08,0.36,Food & Beverages,2022-11
2022-11-15,CENTRAL,CAPE COAST METRO,Cape Coast,Plantain,KG,7.54,0.54,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,TECHIMAN MUNICIPAL,Techiman,Plantain,KG,2.96,0.21,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Plantain,KG,1.83,0.13,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,KINTAMPO NORTH,Kintampo,Plantain,KG,5.45,0.39,Food & Beverages,2022-11
2022-11-15,NORTHERN,TAMALE NORTH SUB METRO,Tamale,Cassava,KG,2.83,0.2,Food & Beverages,2022-11
2022-11-15,ASHANTI,KMA,Kumasi,Plantain,KG,3.97,0.28,Food & Beverages,2022-11
2022-11-15,BRONG AHAFO,SUNYANI MUNICIPAL,Sunyani,Cassava,KG,1.59,0.11,Food & Beverages,2022-11
2022-11-15,CENTRAL,MFANTSIMAN,Mankessim,Plantain,KG,4.29,0.31,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Rice,KG,14.12,1.01,Food & Beverages,2022-11
2022-11-15,WESTERN,SEKONDI TAKORADI,Sekondi/Takoradi,Maize,KG,7.62,0.54,Food & Beverages,2022-11
