product_name,source,cpi_category,price_ghc,unit,z_score,anomaly_score,flag_zscore,flag_iqr,flag_if,is_flagged
Full Goat Share,Big Samps Market,Food & Beverages,1780.0,,3.567263801123871,0.7936964254120425,True,True,True,True
Dell Latitude 5420 Silver,Makola Stores,Household,14500.0,,4.4162672962157865,0.7885310146205076,True,True,True,True
Cow Share – Large,Big Samps Market,Food & Beverages,1600.0,,3.470294377807314,0.7859479358168779,True,True,True,True
All Pure Nature Body Milk Lotion for Her with Lemongrass 500ml,Konzoom,Personal Care,175.99,500ml,2.648872299840476,0.7767208222026107,True,False,True,True
ASUS ZENBOOK FLIP S UX370UA,Makola Stores,Household,17500.0,,4.563283806403975,0.7730967419664844,True,True,True,True
STOCK UP – Protein Package,Big Samps Market,Food & Beverages,1250.0,,3.2457829574558827,0.7641867670197146,True,True,True,True
TCL 98”C655 PRO QLED TV,Makola Stores,General,44999.0,,2.9931053991727827,0.7636699035820713,True,False,True,True
Lenovo Thinkbook 14s Yoga ITL Multi-Touch Notebook,Makola Stores,Household,16500.0,,4.517282971413629,0.7531738749638114,True,True,True,True
Champion Carbolic Soap 115g,Konzoom,Personal Care,7.0,115g,-2.361164980693654,0.7494180574277634,False,False,True,False
Verna Natural Mineral Water — 500ml,Konzoom,General,2.0,500ml,-2.5443122258988504,0.7485539829245823,True,False,True,True
MARSTEK 5000W Hybrid Solar Power Station – Complete Energy Storage & Backup System,Makola Stores,General,39500.0,,2.918049009632289,0.7466296151529277,True,False,True,True
SAMSUNG-GALAXY-FOLD-6-SM-F956BDBHAFB,Makola Stores,General,35999.0,,2.864604564112469,0.7373424111302971,True,False,True,True
TCL P8K QLED TV,Makola Stores,General,32999.0,,2.81449765070599,0.7318751476485436,True,False,True,True
Half Goat Share,Big Samps Market,Food & Beverages,880.0,,2.9266601150155633,0.7268111418796509,True,True,True,True
SAMSUNG-GALAXY-FOLD-6-SM-F956BDBDAFB,Makola Stores,General,29999.0,,2.7596117370308124,0.7239950497865322,True,False,True,True
Verna Natural Mineral Water — 750ml,Konzoom,General,3.0,750ml,-2.3786458361501204,0.7235771482255993,False,False,True,False
TCL C755 QD-Mini LED 4K TV,Makola Stores,General,27999.0,,2.7198810724112534,0.722527004750727,True,False,True,True
Cow Share – Mini,Big Samps Market,Food & Beverages,800.0,,2.84002037592229,0.7136950289891467,True,True,True,True
Xiong Jian AAA Battery 4pieces,Konzoom,Household,5.0,4pieces,-1.6743915865126717,0.7104548502312458,False,False,True,False
Medisoft Bar Soap 90g,Konzoom,Personal Care,8.0,90g,-2.1706051572708143,0.7080325945372578,False,False,True,False
Samsung Galaxy Z Fold6 – The Ultimate Foldable Experience,Makola Stores,General,21599.0,,2.5704373393034254,0.7044940386824888,True,False,True,True
STOCK UP – Mega Package,Big Samps Market,Food & Beverages,699.0,,2.717354782967228,0.6998889664128211,True,False,True,True
Eat Ghana Bundle 3,Big Samps Market,Food & Beverages,699.0,,2.717354782967228,0.6998889664128211,True,False,True,True
"TCL P7K-UK QLED, Direct LED TV, 4K HDR TV, Smart TV Powered by Google TV",Makola Stores,General,19999.0,,2.526118074888841,0.6997436168997309,True,False,True,True
Lion Nutmeg Powder 5g x 1 piece,Konzoom,Food & Beverages,1.0,5g,-2.614026586281818,0.697081447061639,True,False,True,True
Samsung Galaxy Z Flip5 SM-F731U1,Makola Stores,General,18099.0,,2.4686349149936992,0.6891303011337941,False,False,True,False
All Pure Nature Moisturizing Hair Conditioner 500ml — 500ml,Konzoom,Personal Care,140.99,500ml,2.2923922381117436,0.6840421634296875,False,False,True,False
WishlistQuick viewCompareAdd to cartWebie Vanilla 70G Biscuit₵5.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartWebie Ginger 70G Biscuit₵5.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartEnglish Pear and Freesia₵150.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartPalm Oil (Dzomi)₵90.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartShito₵10.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartNatural Raw Salt₵80.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartWebie Ginger 70G Biscuit Wholesale₵120.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartNatural Pout (Lipbalm)₵40.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartKivo Hot Pepper₵10.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartLippia Tea₵40.00Add to cartWishlistCompare,Shopnaw,General,5.0,70G,-2.14515217400815,0.6699984232517128,False,False,True,False
Webie Ginger 70G Biscuit,Shopnaw,General,5.0,70G,-2.14515217400815,0.6699984232517128,False,False,True,False
Webie Vanilla 70G Biscuit,Shopnaw,General,5.0,70G,-2.14515217400815,0.6699984232517128,False,False,True,False
WishlistQuick viewCompareAdd to cartWebie Vanilla 70G Biscuit₵5.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartPalm Oil (Dzomi)₵90.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartShito₵10.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartNatural Raw Salt₵80.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartKivo Hot Pepper₵10.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartAll Purpose Seasoning Powder₵35.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartCatfish Jerky₵55.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartWebieMix Instant Cereal₵50.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartOven-Dried Sliced Catfish₵55.00Add to cartWishlistCompareWishlistQuick viewCompareAdd to cartKoobi Chunks₵55.00Add to cartWishlistCompare,Shopnaw,General,5.0,70G,-2.14515217400815,0.6699984232517128,False,False,True,False
A cute cartoon cold and hot compress bag for repeated use in household water filled children's cooling ice packs,KiKUU,Clothing & Personal Care,68.75,,-1.6027973015700556,0.6696691974654537,False,False,True,False
Indomie Instant Noodles Onion Chicken Flavour — Small size 70g,Konzoom,General,5.5,Small size 70g,-2.0990582819106147,0.666131771570601,False,False,True,False
Iphone 17,Makola Stores,General,15000.0,,2.360490074942291,0.6638103455451685,False,False,True,False
Iphone 16 Pro Max,Makola Stores,General,14000.0,,2.320762152353532,0.654908130071617,False,False,True,False
Pail 1LT,Makola Stores,General,6.2,1L,-2.0401593469264934,0.6544811629493683,False,False,True,False
NutriSnax Oats Digestive Biscuits 105g,Konzoom,General,6.5,105g,-2.016651338947836,0.6519340603409248,False,False,True,False
European and American style sexy stiletto pointed toe high heels women's mesh lace-up open toe pumps,KiKUU,Clothing & Personal Care,762.5,,1.991147384819146,0.6519127583277259,False,False,False,False
Mane Avenue Curls & Coils Hair Butter For Kids 250ml,Konzoom,Personal Care,110.0,250ml,1.8940253170681922,0.6516574194681595,False,False,True,False
Euro-American versatile platform high heels women's fine stiletto elegant non-fatiguing pointed toe suede leopard print pumps,KiKUU,Clothing & Personal Care,750.0,,1.9663554704847475,0.6498746030302642,False,False,False,False
MIDEA-2.0HP-SPLIT-INVERTER-AIR-CONDITIONER-MSAGC-18CRFN8,Makola Stores,General,8999.0,,2.066284460331068,0.6489571805460065,False,False,False,False
Nasco NASF2-55S Side-by-Side Refrigerator – Sleek Design Meets Practical Cooling,Makola Stores,General,12999.0,,2.2780447421773324,0.6486689785044203,False,False,True,False
All Pure Nature Liquid Black Soap with Baobab and Avocado Oil 500ml — 500ml,Konzoom,Personal Care,130.99,500ml,2.174237077013987,0.6471516615969019,False,False,True,False
Epson EB-W06 Projector – 3600 Lumens,Makola Stores,General,11500.0,3600 L,2.2074922786325994,0.6468727452868103,False,False,True,False
SAMSUNG-WATCH-ULTRA-47MM-LTE-SM-L705FDAAXFA,Makola Stores,General,12499.0,,2.255458858058455,0.6447310552400111,False,False,True,False
HP Pavilion (16-AG0075CL) AMD Ryzen 7 8840HS / 16GB Ram / 1TB SSD / Touchscreen,Makola Stores,General,12500.0,0075CL,2.255504925513972,0.6447310552400111,False,False,True,False
Water Scooper,Makola Stores,General,7.0,,-1.97948578425942,0.6437153783136655,False,False,True,False
EliteBook x360 1040 g7 Laptop / 512GB SSD / 32GB RAM / Core i7 10th Gen / Windows 11 / Touchscreen,Makola Stores,General,8500.0,1040 g,2.0334366051728274,0.6419877645089573,False,False,False,False
Kirkland Signature Bath Tissue 30 Rolls,Konzoom,Household,590.0,30 Rolls,1.9142737262100948,0.6405331478442227,False,False,True,False
Mane Avenue Curls & Coils Moisturising Shampoo For Kids 250ml,Konzoom,Personal Care,90.0,250ml,1.572598277014921,0.6394061313662731,False,False,False,False
"All Pure Nature Deep Cleanse Hair Shampoo with Peppermint, Tea Tree 500ml",Konzoom,Personal Care,120.99,500ml,2.046768350385899,0.6392527607240466,False,False,True,False
Jameson Triple Distilled Irish Whiskey 750ml,Konzoom,Food & Beverages,500.0,750ml,2.4129454200751987,0.6374838035457739,False,False,False,False
SMOKED FISHES BUNDLE (Nsuomunam),Big Samps Market,Food & Beverages,499.0,,2.411127011791838,0.6367924839505366,False,False,False,False
Epson CO-W01 Multimedia Projector – 3000 Lumens,Makola Stores,General,8100.0,3000 L,2.005681987871774,0.6337152929433655,False,False,False,False
King Cracker Biscuit 80g,Konzoom,Food & Beverages,3.5,80g,-1.8759884194946344,0.6329715306909338,False,False,True,False
Baby Bath Seat Baby Bath Chair,Makola Stores,Household,400.0,,1.6110355636164393,0.6302445148737089,False,False,False,False
HoH Milk n Malt Biscuit 35g,Konzoom,Food & Beverages,2.5,35g,-2.1047129585813975,0.630215203493046,False,False,True,False
Garlic 1 clove,Konzoom,Food & Beverages,2.5,1 cl,-2.1047129585813975,0.630215203493046,False,False,True,False
250g RO Iodised Rock Salt,Big Samps Market,Food & Beverages,2.5,250g,-2.1047129585813975,0.630215203493046,False,False,True,False
McBerry Breakfast Cereal Biscuit 30g,Konzoom,Food & Beverages,2.5,30g,-2.1047129585813975,0.630215203493046,False,False,True,False
250g RO Iodised Fine Salt,Big Samps Market,Food & Beverages,2.5,250g,-2.1047129585813975,0.630215203493046,False,False,True,False
Locally produced Bamboo Toothpick,Konzoom,Household,6.0,Default Title,-1.5538712417582488,0.6261566569427574,False,False,True,False
Pail 2LT,Makola Stores,General,7.7,2L,-1.9311812705321074,0.6249161094515481,False,False,True,False
Lime 100g,Konzoom,Food & Beverages,2.99,100g,-1.9854624279562878,0.6219631200258383,False,False,True,False
Slemfit Purified Drinking Water 500ml,Konzoom,Food & Beverages,2.0,500ml,-2.245007502888226,0.6212142371830783,False,False,True,False
Tolo Beefi (1 Piece),Big Samps Market,Food & Beverages,2.0,1 Piece,-2.245007502888226,0.6212142371830783,False,False,True,False
Sankofa Ginger and Garlic,Big Samps Market,Food & Beverages,2.0,,-2.245007502888226,0.6212142371830783,False,False,True,False
Sankofa Soup,Big Samps Market,Food & Beverages,2.0,,-2.245007502888226,0.6212142371830783,False,False,True,False
Sankofa Stew,Big Samps Market,Food & Beverages,2.0,,-2.245007502888226,0.6212142371830783,False,False,True,False
Bel-Aqua Mineral Water — 500ml,Konzoom,Food & Beverages,2.0,500ml,-2.245007502888226,0.6212142371830783,False,False,True,False
Gino Curry Powder,Big Samps Market,Food & Beverages,2.0,,-2.245007502888226,0.6212142371830783,False,False,True,False
Momoni (1 piece),Big Samps Market,Food & Beverages,2.0,1 piece,-2.245007502888226,0.6212142371830783,False,False,True,False
Sankofa Curry Powder,Big Samps Market,Food & Beverages,2.0,,-2.245007502888226,0.6212142371830783,False,False,True,False
Awake Purified Drinking Water — 500ml,Konzoom,Food & Beverages,2.0,500ml,-2.245007502888226,0.6212142371830783,False,False,True,False
Sankofa Fish Seasoning,Big Samps Market,Food & Beverages,2.0,,-2.245007502888226,0.6212142371830783,False,False,True,False
Tiger Nutmeg – 100g Sachet,Big Samps Market,Food & Beverages,2.0,100g,-2.245007502888226,0.6212142371830783,False,False,True,False
Benq MS550 Digital Projector – 3600 Lumens,Makola Stores,General,6950.0,3600 L,1.9175157301272792,0.620386032107793,False,False,False,False
Pepsodent Deep Clean Toothbrush Medium 1s,Konzoom,Personal Care,11.0,Default Title,-1.7051676295078197,0.6155810927306584,False,False,False,False
Colgate Double Action Toothbrush Medium,Konzoom,Personal Care,11.0,Default Title,-1.7051676295078197,0.6155810927306584,False,False,False,False
Shitowomu Pepper sauce (Shito),Makola Stores,General,9.0,,-1.850984949199106,0.6155211078000034,False,False,True,False
Leaf Collectorr,Makola Stores,General,8.0,,-1.911658511866179,0.6150627693255983,False,False,True,False
dust collectors,Makola Stores,General,8.0,,-1.911658511866179,0.6150627693255983,False,False,True,False
Water Tale Scooper,Makola Stores,General,8.5,,-1.880523025128146,0.6137080898655095,False,False,True,False
Indomie Instant Noodles Onion Chicken Flavour — Super pack 120g,Konzoom,General,8.5,Super pack 120g,-1.880523025128146,0.6137080898655095,False,False,True,False
McBerry Bourbon Crema Biscuit 70g,Konzoom,Food & Beverages,4.0,70g,-1.7800984399712785,0.6135110664369314,False,False,True,False
NikSnacks Cheeseballs 16g,Konzoom,Food & Beverages,4.0,16g,-1.7800984399712785,0.6135110664369314,False,False,True,False
Soda Crackers 25g,Konzoom,Food & Beverages,4.0,25g,-1.7800984399712785,0.6135110664369314,False,False,True,False
Eat Ghana Bundle 1,Big Samps Market,Food & Beverages,299.0,,1.9462179488748903,0.6128704214305914,False,False,False,False
"Acer Projector X1226 / DLP,SVGA – 4000 Lumens",Makola Stores,General,6350.0,4000 L,1.8655304123171887,0.6100741502374267,False,False,False,False
SAMSUNG-WATCH-7-44MM-SM-L310NZGAMEA,Makola Stores,General,6299.0,,1.8608874059627787,0.6092491728892343,False,False,False,False
Madar Multipurpose Powder  Detergent — 150g,Konzoom,Household,7.0,150g,-1.4494717704573123,0.6084432228678066,False,False,True,False
Kleesoft Perfumed Washing Powder — 150g,Konzoom,Household,6.5,150g,-1.499930223356495,0.6068183194780215,False,False,True,False
COMING SOON!!! The Student Companion,Big Samps Market,Food & Beverages,345.0,,2.0760513085445167,0.60666049947884,False,False,False,False
Dressed Broiler – Akokor,Big Samps Market,Food & Beverages,280.0,,1.8866712498723561,0.6062976552401975,False,False,False,False
Cashew butter,Makola Stores,Food & Beverages,360.0,,2.114675762779905,0.6062598069112599,False,False,False,False
Quarter Goat Share,Big Samps Market,Food & Beverages,460.0,,2.3372166811217028,0.6061913190836992,False,False,False,False
Member's Mark Thai Hom Mali Jasmine Rice — 11.34kg,Konzoom,Food & Beverages,460.0,11.34kg,2.3372166811217028,0.6061913190836992,False,False,False,False
Orange 1 piece,Konzoom,Food & Beverages,3.0,1 piece,-1.9831842964963087,0.605700456289777,False,False,False,False
Pure Delight Wafer 49g,Konzoom,Food & Beverages,3.0,49g,-1.9831842964963087,0.605700456289777,False,False,False,False
Awake Purified Drinking Water — 750ml,Konzoom,Food & Beverages,3.0,750ml,-1.9831842964963087,0.605700456289777,False,False,False,False
Burger Peanuts (Nkatie Burger) 35g,Konzoom,Food & Beverages,3.0,35g,-1.9831842964963087,0.605700456289777,False,False,False,False
Bel-Aqua Mineral Water — 750ml,Konzoom,Food & Beverages,3.0,750ml,-1.9831842964963087,0.605700456289777,False,False,False,False
Onga Stew – Small Sachet,Big Samps Market,Food & Beverages,3.0,,-1.9831842964963087,0.605700456289777,False,False,False,False
Canada Dry Ginger Ale 24 Pack,Konzoom,Food & Beverages,440.0,24 Pack,2.296850284833753,0.6041179906352209,False,False,False,False
Fufu and Abenkwan Bundle,Big Samps Market,Food & Beverages,420.0,,2.254610080269026,0.6040032227942478,False,False,False,False
STOCK UP Mini Package,Big Samps Market,Food & Beverages,429.0,,2.2738611326529075,0.6035650904393196,False,False,False,False
Jim Beam Original Whiskey 700ml,Konzoom,Food & Beverages,450.0,700ml,2.3172572618284337,0.6026286128554879,False,False,False,False
Fufu and Nkrakra,Big Samps Market,Food & Beverages,390.0,,2.1873297244658443,0.6025542625703499,False,False,False,False
Eat Ghana Bundle 2,Big Samps Market,Food & Beverages,449.0,,2.3152370322684823,0.6024670494517317,False,False,False,False
Style Up Men Roll on Original 50ml,Konzoom,Personal Care,13.0,50ml,-1.4557690114072437,0.6019917435635549,False,False,False,False
Banku and Okro Bundle (Premium),Big Samps Market,Food & Beverages,270.0,,1.8536925315681083,0.5986038831520344,False,False,False,False
Soft Chicken Thighs – 10kg,Big Samps Market,Food & Beverages,350.0,10kg,2.089109108475347,0.5984030328392539,False,False,False,False
Protein Bundle (Best Seller),Big Samps Market,Food & Beverages,350.0,,2.089109108475347,0.5984030328392539,False,False,False,False
Ginger Olonka,Big Samps Market,Food & Beverages,350.0,,2.089109108475347,0.5984030328392539,False,False,False,False
Fufu and Nkatenkwan Bundle,Big Samps Market,Food & Beverages,399.0,,2.208041155266808,0.5973192647548983,False,False,False,False
Jim Beam Honey Whiskey 700ml,Konzoom,Food & Beverages,400.0,700ml,2.210313598502492,0.5967133652040191,False,False,False,False
Havana Club Original Cuban Rum 700ml,Konzoom,Food & Beverages,400.0,700ml,2.210313598502492,0.5967133652040191,False,False,False,False
Baby Chair and Baby Jumperoo 2 in 1,Makola Stores,Household,500.0,,1.7851068870226388,0.5870252085214929,False,False,False,False
Baby Boy Baby Pomade 165g,Konzoom,Household,11.0,165g,-1.1324650944579222,0.5860078959011926,False,False,False,False
Beta Malt 330ml,Konzoom,General,9.99,330ml,-1.7966227883816632,0.5855189353391443,False,False,False,False
Ekumfi Pure Juice Pine Ginja 250ml,Konzoom,General,9.99,250ml,-1.7966227883816632,0.5855189353391443,False,False,False,False
Hand Brush,Makola Stores,General,15.0,,-1.5803257323687194,0.5854209917561798,False,False,False,False
"Golden Brown Mix Tom Brown (362g, 544g, 907g)",Makola Stores,General,15.0,362g,-1.5803257323687194,0.5854209917561798,False,False,False,False
Royal Perk Milk Shortcake 45g,Konzoom,Food & Beverages,4.5,45g,-1.6933554021952932,0.5837122847408657,False,False,False,False
Bigoo Coconut Drink 350ml,Konzoom,Food & Beverages,4.5,350ml,-1.6933554021952932,0.5837122847408657,False,False,False,False
Bigoo Grape Drink 350ml,Konzoom,Food & Beverages,4.5,350ml,-1.6933554021952932,0.5837122847408657,False,False,False,False
Tasty Tom Jollof Mix — 70g,Konzoom,Food & Beverages,4.5,70g,-1.6933554021952932,0.5837122847408657,False,False,False,False
Bigoo Cocktail 350ml,Konzoom,Food & Beverages,4.5,350ml,-1.6933554021952932,0.5837122847408657,False,False,False,False
500g RO Iodised Fine Salt,Big Samps Market,Food & Beverages,4.5,500g,-1.6933554021952932,0.5837122847408657,False,False,False,False
SAMSUNG-WATCH-6-CLASSIC-47MM-SM-R960NZSAMEA,Makola Stores,General,5545.0,,1.7874801910640732,0.5824860622922989,False,False,False,False
Liplush Balm,Makola Stores,General,13.95,,-1.6194140475325138,0.5824860182091344,False,False,False,False
5 Liter Oba Sunflower Oil,Big Samps Market,Food & Beverages,215.0,5 L,1.6472421128265042,0.5823803208355031,False,False,False,False
Tainers Plantain Chips,Shopnaw,General,12.0,,-1.699898230019914,0.5818901460723813,False,False,True,False
Nasco NASFL-J6KG-SFront Load Washing Machine – 6KG,Makola Stores,General,5459.0,6KG,1.7784804630000006,0.5818835854139794,False,False,False,False
Indomie Instant Noodles Onion Chicken Flavour — Hungry Man 180g,Konzoom,General,13.99,Hungry Man 180g,-1.617875325902568,0.5818721557899733,False,False,False,False
Persil Laundry Washing Liquid Detergent — Bio Professional  5L - 71 Washes,Konzoom,Household,520.0,Bio Professional  5L - 71 Washes,1.8157109766685695,0.5789092955621493,False,False,False,False
Cussons Baby Bar Soap 70g — Blue Milk and Chamomile,Konzoom,Household,8.0,70g,-1.3573849105132816,0.5784900968227049,False,False,False,False
Cussons Baby Bar Soap 70g — Pink Almond and Rose oil,Konzoom,Household,8.0,70g,-1.3573849105132816,0.5784900968227049,False,False,False,False
Dried Shrimps- Half Olonka,Big Samps Market,Food & Beverages,200.0,,1.5817380920632815,0.5784353297111462,False,False,False,False
Yam and Kontomire Bundle,Big Samps Market,Food & Beverages,250.0,,1.783917912631894,0.5751532935758875,False,False,False,False
Banku and Okro Bundle (Regular),Big Samps Market,Food & Beverages,250.0,,1.783917912631894,0.5751532935758875,False,False,False,False
SAMSUNG-WATCH-5-PRO-45-MM-SM-SM-R920NZTAMEA,Makola Stores,General,5300.0,,1.7614617111586393,0.5741417546290809,False,False,False,False
Coming Soon!!! Student Protein Pack,Big Samps Market,Food & Beverages,229.0,,1.7043980321598546,0.5731695788162617,False,False,False,False
Sankofa Sweet Chilli Jollof Plantain Chips 50g,Konzoom,General,13.0,50g,-1.6572219516766944,0.5731213752989128,False,False,False,False
Okumkom package (Life saving),Big Samps Market,Food & Beverages,229.9,,1.70795239440695,0.5731126994210061,False,False,False,False
Annapurna Refined Iodated Salt — 450g,Konzoom,Food & Beverages,6.0,450g,-1.4738706687958885,0.5715016315660099,False,False,False,False
Madar Multipurpose Perfumed Soap (105g),Big Samps Market,Food & Beverages,6.0,105g,-1.4738706687958885,0.5715016315660099,False,False,False,False
BEL-Cola Drink 350ml,Konzoom,Food & Beverages,6.0,350ml,-1.4738706687958885,0.5715016315660099,False,False,False,False
Nasco NAS-500FL-DD Chest Freezer – Premium Gold Finish with Dual-Door Convenience,Makola Stores,General,5249.0,,1.7558945788811218,0.5714523791535179,False,False,False,False
Kalyppo Fruit Drink 250ml — Pineapple,Konzoom,Food & Beverages,5.5,250ml,-1.5413173008474654,0.5702576834028583,False,False,False,False
Appela Apple Drink 350ml,Konzoom,Food & Beverages,5.5,350ml,-1.5413173008474654,0.5702576834028583,False,False,False,False
Kalyppo Fruit Drink 250ml — Orange,Konzoom,Food & Beverages,5.5,250ml,-1.5413173008474654,0.5702576834028583,False,False,False,False
Kalyppo Fruit Drink 250ml — Apple,Konzoom,Food & Beverages,5.5,250ml,-1.5413173008474654,0.5702576834028583,False,False,False,False
Kalyppo Multifruit 200ml,Konzoom,Food & Beverages,5.5,200ml,-1.5413173008474654,0.5702576834028583,False,False,False,False
Nestle Quality Street 650g,Konzoom,Food & Beverages,195.99,650g,1.5633975467781194,0.5697170877949232,False,False,False,False
Powder Puff – Soft Velvet Makeup Sponge for Face & Body,Makola Stores,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
Shito,Shopnaw,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
Plastic Hamper Basket,Makola Stores,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
Kivo Hot Pepper,Shopnaw,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
"Makeup Sponge – Beauty Blender Soft, Latex-Free Foundation Blending Sponge",Makola Stores,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
"Lip Mask (1pc) – Deep Hydration & Plumping Treatment for Soft, Smooth Lips",Makola Stores,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
Chewing sponge,Shopnaw,General,10.0,,-1.7960990355239277,0.5686551253784545,False,False,False,False
Peanut butter,Makola Stores,Food & Beverages,246.0,,1.7692973083616605,0.5685993121804029,False,False,False,False
Apem and Garden Eggs Bundle,Big Samps Market,Food & Beverages,245.0,,1.7656051611355004,0.5674185261961424,False,False,False,False
Gob3 Bundle,Big Samps Market,Food & Beverages,245.0,3 Bundle,1.7656051611355004,0.5674185261961424,False,False,False,False
Style Up Men Roll-On Sport 50ml,Konzoom,Personal Care,12.99,50ml,-1.4569250590009386,0.5669858833579569,False,False,False,False
Yazz Panty Liner Maximum Comfort 30pcs,Konzoom,Personal Care,12.99,30pcs,-1.4569250590009386,0.5669858833579569,False,False,False,False
Sankofa Spicy Sweet Chili Plantain Chips 50g,Konzoom,General,12.99,50g,-1.6576334316708958,0.5666453361832124,False,False,False,False
Sankofa Sweet Cinnamon Plantain Chips 50g,Konzoom,General,12.99,50g,-1.6576334316708958,0.5666453361832124,False,False,False,False
Sankofa Plantain Chips Smoked Chili Beef 50g,Konzoom,General,12.99,50g,-1.6576334316708958,0.5666453361832124,False,False,False,False
Sankofa Lightly Salted Plantain Chips 50g,Konzoom,General,12.99,50g,-1.6576334316708958,0.5666453361832124,False,False,False,False
Sankofa Ginger Chicken Yassa Plantain Chips 50g,Konzoom,General,12.99,50g,-1.6576334316708958,0.5666453361832124,False,False,False,False
Windfresh Laundry Detergent 215 Loads,Konzoom,Household,570.0,215 L,1.8873576545879367,0.5664400763581635,False,False,False,False
Ariel Platinum Pods Extra Stain Remover 50 Washes,Konzoom,Household,570.0,Default Title,1.8873576545879367,0.5664400763581635,False,False,False,False
Kirkland Signature Laundry Detergent 200 Loads,Konzoom,Household,570.0,200 L,1.8873576545879367,0.5664400763581635,False,False,False,False
Ariel Professional Colour 100 Washes,Konzoom,Household,510.0,Default Title,1.8005586678699372,0.5659560640196862,False,False,False,False
Vimto Sparkling 300ml,Konzoom,Food & Beverages,6.5,300ml,-1.4110793565776867,0.565319249974145,False,False,False,False
Little Angels Nappy Pants S6+ 40 pieces,Konzoom,Household,195.0,40 pieces,1.0513617472145629,0.5640232241808683,False,False,False,False
Persil Laundry Washing Liquid Detergent — Non Bio Aloe Vera 51 Washes,Konzoom,Household,320.0,Non Bio Aloe Vera 51 Washes,1.4370614766758567,0.5624607993283008,False,False,False,False
Flash Professional All- Purpose Cleaner 5L,Konzoom,Household,320.0,5L,1.4370614766758567,0.5624607993283008,False,False,False,False
Cashew powder,Makola Stores,Food & Beverages,188.0,,1.5257134507414152,0.5610351841301235,False,False,False,False
Family Kitchen Upgrade Combo – The Ultimate Kitchen Essentials Bundle,Makola Stores,General,4937.0,,1.7206125878677367,0.5606115060378369,False,False,False,False
SMA Pro 2 Follow-Up Milk (6+ Months) 800g,Konzoom,Household,285.0,800g,1.3467992025368518,0.560136624277463,False,False,False,False
Jabali Drive Herbal Alcohol 750ml,Konzoom,Food & Beverages,184.99,750ml,1.5111023992645034,0.5578220791207436,False,False,False,False
All Pure Nature Body Butter 300g — 100% Pure Shea Body Butter,Konzoom,Personal Care,36.99,300g,0.15931352205807314,0.5576087857615565,False,False,False,False
Welch's Fruit Snacks Mixed Fruits 22.7g,Konzoom,Food & Beverages,5.0,7g,-1.614165213102717,0.5567547436258918,False,False,False,False
U Fresh Grape Drink 350ml,Konzoom,Food & Beverages,5.0,350ml,-1.614165213102717,0.5567547436258918,False,False,False,False
Bel Tropical Splash Drink 350ml,Konzoom,Food & Beverages,5.0,350ml,-1.614165213102717,0.5567547436258918,False,False,False,False
Green Bell Pepper 1 piece,Konzoom,Food & Beverages,5.0,1 piece,-1.614165213102717,0.5567547436258918,False,False,False,False
Rock Salt 1 cup,Big Samps Market,Food & Beverages,5.0,,-1.614165213102717,0.5567547436258918,False,False,False,False
Bel Pukka 350ml,Konzoom,Food & Beverages,5.0,350ml,-1.614165213102717,0.5567547436258918,False,False,False,False
Nescafe 3in1 40g,Konzoom,Food & Beverages,5.0,40g,-1.614165213102717,0.5567547436258918,False,False,False,False
Indomie Instant Noodles Onion Chicken Flavour — Belle full 280g,Konzoom,General,17.99,Belle full 280g,-1.4816661405134044,0.5552281458038655,False,False,False,False
Plastic Hamper Basket,Makola Stores,General,18.0,,-1.4813629732374456,0.5534790136631832,False,False,False,False
Ceiling Brush,Makola Stores,General,18.0,,-1.4813629732374456,0.5534790136631832,False,False,False,False
Gino Thai Jasmine Rice 4.5kg,Konzoom,Food & Beverages,179.99,5kg,1.4863007925010399,0.5533865308782705,False,False,False,False
Pepsodent Toothbrush Ultra Soft 7-13 yrs,Konzoom,Personal Care,10.0,Default Title,-1.8459423390618717,0.5531147398859687,False,False,False,False
Lord II Twin Blades Disposable Razors 5s,Konzoom,Personal Care,10.0,Default Title,-1.8459423390618717,0.5531147398859687,False,False,False,False
