source,cpi_category,product_name,price_ghc,unit,currency,url,scraped_at
Makola Stores,General,Epson Dot Matrix LQ-350 Printer,4200.0,,GHS,https://makolastores.com/shop/epson-dot-matrix-lq-350-printer/,2026-05-05T15:06:17.220529+00:00
Makola Stores,General,Epson EB-W06 Projector – 3600 Lumens,11500.0,3600 L,GHS,https://makolastores.com/shop/epson-eb-w06-projector-3600-lumens/,2026-05-05T15:06:17.237888+00:00
Makola Stores,General,Epson Ecotank L3251 Printer / 3 in 1 / Wireless / Colored,3700.0,,GHS,https://makolastores.com/shop/epson-ecotank-l3251-printer-3-in-1-wireless-colored/,2026-05-05T15:06:17.250609+00:00
Makola Stores,General,Ever care toilet roll (Tissue paper),185.0,,GHS,https://makolastores.com/shop/ever-care-toilet-roll-tissue-paper-2/,2026-05-05T15:06:17.273454+00:00
Makola Stores,General,"Evimki 12-in-1 Multi Function Blender – 3000W Motor with Water Isolation | Juicer, Grinder, Chopper & Unbreakable Jar",999.0,,GHS,https://makolastores.com/shop/evimki-12-in-1-multi-function-blender-3000w-motor-with-water-isolation-juicer-grinder-chopper-unbreakable-jar/,2026-05-05T15:06:17.287924+00:00
Makola Stores,General,"Evimki 12in1 Multi Function Blender – 3000W Motor with Water Isolation | Juicer, Grinder, Chopper & Unbreakable Jar",999.0,,GHS,https://makolastores.com/shop/evimki-12in1-multi-function-blender-3000w-motor-with-water-isolation-juicer-grinder-chopper-unbreakable-jar/,2026-05-05T15:06:17.299244+00:00
Makola Stores,General,"Evimki 3-in-1 Blender – 650W Power | Multi-Function Juicer, Grinder & Chopper",599.0,,GHS,https://makolastores.com/shop/evimki-3-in-1-blender-650w-power-multi-function-juicer-grinder-chopper/,2026-05-05T15:06:17.305819+00:00
Makola Stores,General,"Evimki 4-in-1 High-Power Blender – 3000W Motor with Water Isolation | Juicer, Grinder, Chopper & Unbreakable Jar",699.0,,GHS,https://makolastores.com/shop/evimki-4-in-1-high-power-blender-3000w-motor-with-water-isolation-juicer-grinder-chopper-unbreakable-jar/,2026-05-05T15:06:20.649592+00:00
Makola Stores,General,Evimki Power King Fufu Machine – Heavy-Duty Electric Fufu Mixer | Fast & Efficient Food Processor for Fufu & More,1899.0,,GHS,https://makolastores.com/shop/evimki-power-king-fufu-machine-heavy-duty-electric-fufu-mixer-fast-efficient-food-processor-for-fufu-more/,2026-05-05T15:06:20.657555+00:00
Makola Stores,General,"Exfoliating Gloves (2pcs) – Body Scrub Gloves for Smooth, Glowing Skin",20.0,2pcs,GHS,https://makolastores.com/shop/exfoliating-gloves-2pcs-body-scrub-gloves-for-smooth-glowing-skin/,2026-05-05T15:06:20.666100+00:00
Makola Stores,General,"Eyebrow Pencil – Long-Lasting, Waterproof & Natural Brow Definition",20.0,,GHS,https://makolastores.com/shop/eyebrow-pencil-long-lasting-waterproof-natural-brow-definition/,2026-05-05T15:06:20.671844+00:00
Makola Stores,General,Eyebrow Stamp – Waterproof Brow Shaping Powder with 10 Stencils & Brushes,80.0,,GHS,https://makolastores.com/shop/eyebrow-stamp-waterproof-brow-shaping-powder-with-10-stencils-brushes/,2026-05-05T15:06:20.679533+00:00
Makola Stores,General,Eyebrow Stamp Kit – Waterproof Brow Shaping Powder with 10 Stencils & Brushes,80.0,,GHS,https://makolastores.com/shop/eyebrow-stamp-kit-waterproof-brow-shaping-powder-with-10-stencils-brushes/,2026-05-05T15:06:20.685133+00:00
Makola Stores,General,"Eyebrow Styling Gel / Brow Soap – Strong Hold, Fluffy & Defined Brows",50.0,,GHS,https://makolastores.com/shop/eyebrow-styling-gel-brow-soap-strong-hold-fluffy-defined-brows/,2026-05-05T15:06:20.690991+00:00
Makola Stores,General,"Eyelash Growth Serum – Fuller, Longer & Thicker Lashes (Fast Results)",60.0,,GHS,https://makolastores.com/shop/eyelash-growth-serum-fuller-longer-thicker-lashes-fast-results/,2026-05-05T15:06:20.697470+00:00
Makola Stores,General,"Face Makeup Primer – Smooth Base, Long-Lasting Finish (4 Shades)",60.0,,GHS,https://makolastores.com/shop/face-makeup-primer-smooth-base-long-lasting-finish-4-shades/,2026-05-05T15:06:20.703083+00:00
Makola Stores,General,Family Kitchen Upgrade Combo – The Ultimate Kitchen Essentials Bundle,4937.0,,GHS,https://makolastores.com/shop/family-kitchen-upgrade-combo-the-ultimate-kitchen-essentials-bundle/,2026-05-05T15:06:20.710436+00:00
Makola Stores,General,Fascia Gun – Deep Tissue Massage Gun with LCD Display & 6 Heads,699.0,,GHS,https://makolastores.com/shop/fascia-gun-deep-tissue-massage-gun-with-lcd-display-6-heads/,2026-05-05T15:06:20.717033+00:00
Makola Stores,General,Fatia Fata Nkrumah Kente,1800.0,,GHS,https://makolastores.com/shop/original-kente-84/,2026-05-05T15:06:20.722883+00:00
Makola Stores,General,"Fenty Beauty Full Frontal Volume, Lift & Curl Mascara.",220.0,,GHS,https://makolastores.com/shop/fenty-beauty-full-frontal-volume-lift-curl-mascara/,2026-05-05T15:06:24.682255+00:00
Makola Stores,General,Fenty Beauty Mascara,220.0,,GHS,https://makolastores.com/shop/fenty-beauty-mascara/,2026-05-05T15:06:24.687878+00:00
Makola Stores,General,Fubu Heritage for Men Set: 3.4 oz EDT + 0.5 oz EDT + 2.5 Deodorant Stick NIB,600.0,4 oz,GHS,https://makolastores.com/shop/fubu-heritage-for-men-set-3-4-oz-edt-0-5-oz-edt-2-5-deodorant-stick-nib/,2026-05-05T15:06:24.697521+00:00
Makola Stores,General,Fujitsu DT8-D3062 Desktop Computer / Core i5 / 2nd – 3rd – 4th Generation / USED,600.0,,GHS,https://makolastores.com/shop/fujitsu-dt8-d3062-desktop-computer-core-i5-2nd-3rd-4th-generation-used/,2026-05-05T15:06:24.703427+00:00
Makola Stores,General,Fujitsu M14w / M15w Micro Tower Desktop Computer / 4th Gen / Core i5 / USE,700.0,,GHS,https://makolastores.com/shop/fujitsu-m14w-m15w-micro-tower-desktop-computer-4th-gen-core-i5-use/,2026-05-05T15:06:24.713012+00:00
Makola Stores,General,Galmi Onions,120.0,,GHS,https://makolastores.com/shop/galmi-onions/,2026-05-05T15:06:24.719538+00:00
Makola Stores,General,GERMAN PLUS ELECTRIC POT,575.0,,GHS,https://makolastores.com/shop/german-plus-electric-pot/,2026-05-05T15:06:24.749694+00:00
Makola Stores,General,"German-Made Portable 1PH Air Cooler – Compact, Powerful & Energy-Efficient Cooling Anywhere You Need It!",3999.0,,GHS,https://makolastores.com/shop/german-made-portable-1ph-air-cooler-compact-powerful-energy-efficient-cooling-anywhere-you-need-it/,2026-05-05T15:06:24.755623+00:00
Makola Stores,General,Ghana Jerseys,520.0,,GHS,https://makolastores.com/shop/ghana-jerseys/,2026-05-05T15:06:30.354584+00:00
Makola Stores,General,Glass Electric Rice Cooker & Steamer – Multi-Function Smart Cooker with Stainless Steel Drain Plate & Touch Control Panel,500.0,,GHS,https://makolastores.com/shop/glass-electric-rice-cooker-steamer-multi-function-smart-cooker-with-stainless-steel-drain-plate-touch-control-panel/,2026-05-05T15:06:30.365644+00:00
Makola Stores,General,Glazed Warm & Cozy – Body Mist,140.0,,GHS,https://makolastores.com/shop/glazed-warm-cozy-body-mist/,2026-05-05T15:06:30.371647+00:00
Makola Stores,General,"Glow Shimmer Spray – Face, Body & Hair Radiant Mist",80.0,,GHS,https://makolastores.com/shop/glow-shimmer-spray-face-body-hair-radiant-mist/,2026-05-05T15:06:30.378015+00:00
Makola Stores,General,Gold Beaded Necklace,67.0,,GHS,https://makolastores.com/shop/gold-beaded-necklace/,2026-05-05T15:06:30.383652+00:00
Makola Stores,General,Gold Star 4-Piece Insulated Hot Pot Set – Elegant Food Storage with Premium Heat Retention,677.0,,GHS,https://makolastores.com/shop/gold-star-4-piece-insulated-hot-pot-set-elegant-food-storage-with-premium-heat-retention/,2026-05-05T15:06:30.394126+00:00
Makola Stores,General,"Gold Star Insulated Casserole 4-Piece Set – 3000ml, 2000ml, 1200ml, 800ml",599.0,3000ml,GHS,https://makolastores.com/shop/gold-star-insulated-casserole-4-piece-set-3000ml-2000ml-1200ml-800ml/,2026-05-05T15:06:30.400969+00:00
Makola Stores,General,Golden Brown Groundnut Paste,40.0,,GHS,https://makolastores.com/shop/golden-brown-groundnut-paste/,2026-05-05T15:06:30.417018+00:00
Makola Stores,General,"Golden Brown Mix Tom Brown (362g, 544g, 907g)",15.0,362g,GHS,https://makolastores.com/shop/golden-brown-mix-tom-brown-362g-544g-907g/,2026-05-05T15:06:30.430126+00:00
Makola Stores,General,Golden Crystal Fanlight With Remote,1800.0,,GHS,https://makolastores.com/shop/golden-crystal-fanlight-with-remote/,2026-05-05T15:06:30.435755+00:00
Makola Stores,General,Golden Grace – Mysterious Veiled Beauty Canvas Art,399.0,,GHS,https://makolastores.com/shop/golden-grace-mysterious-veiled-beauty-canvas-art/,2026-05-05T15:06:30.442779+00:00
Makola Stores,General,"Grace Honey – Black Forest Wild Honey (300ML, 500ML, 1L, 2.5L, 5L)",45.0,300ML,GHS,https://makolastores.com/shop/grace-honey-black-forest-wild-honey-300ml-500ml-1l-2-5l-5l/,2026-05-05T15:06:30.451176+00:00
Makola Stores,General,Grounded Ginger (Zero Chemicals),24.0,,GHS,https://makolastores.com/shop/grounded-ginger-zero-chemicals/,2026-05-05T15:06:35.496720+00:00
Makola Stores,General,"Hair Removal Cream – Fast & Gentle Depilatory for Legs, Arms, Underarms & Bikini Line",40.0,,GHS,https://makolastores.com/shop/hair-removal-cream-fast-gentle-depilatory-for-legs-arms-underarms-bikini-line/,2026-05-05T15:06:35.502391+00:00
Makola Stores,General,Hand Brush,15.0,,GHS,https://makolastores.com/shop/hand-brush/,2026-05-05T15:06:35.514647+00:00
Makola Stores,General,"Hand Mask – Deep Moisturizing & Repair Gloves for Soft, Smooth Hands",20.0,,GHS,https://makolastores.com/shop/hand-mask-deep-moisturizing-repair-gloves-for-soft-smooth-hands/,2026-05-05T15:06:35.521577+00:00
Makola Stores,General,Haprian Naturals African Black Soap Shampoo,249.0,,GHS,https://makolastores.com/shop/haprian-naturals-african-black-soap-shampoo/,2026-05-05T15:06:35.527752+00:00
Makola Stores,General,Haprian Naturals African Conditioner,248.77,,GHS,https://makolastores.com/shop/haprian-naturals-african-conditioner/,2026-05-05T15:06:35.532962+00:00
Makola Stores,General,Haprian Naturals African Leave-In Conditioner,227.14,,GHS,https://makolastores.com/shop/haprian-naturals-african-leave-in-conditioner/,2026-05-05T15:06:35.539585+00:00
Makola Stores,General,Heatz HP1 20000mah Fast Charging Power Adapter 22.5W,300.0,,GHS,https://makolastores.com/shop/heatz-hp1-20000mah-fast-charging-power-adapter-22-5w/,2026-05-05T15:06:35.545672+00:00
Makola Stores,General,Heatz ZA40 USB Dual Port Adapter With Type C Cable,100.0,,GHS,https://makolastores.com/shop/heatz-za40-usb-dual-port-adapter-with-type-c-cable/,2026-05-05T15:06:35.551482+00:00
Makola Stores,General,Heatz ZA41 35W Adapter With Type C to C Cable & Type C To Lightening Cable,250.0,,GHS,https://makolastores.com/shop/heatz-za41-35w-adapter-with-type-c-to-c-cable-type-c-to-lightening-cable/,2026-05-05T15:06:35.558639+00:00
Makola Stores,General,Heatz ZA66 Multi 6 in 1 Charging Adapter 65W,250.0,,GHS,https://makolastores.com/shop/heatz-za66-multi-6-in-1-charging-adapter-65w/,2026-05-05T15:06:35.563883+00:00
Makola Stores,General,Heatz ZH13 Magsafe Car Phone Mount,100.0,,GHS,https://makolastores.com/shop/heatz-zh13-magsafe-car-phone-mount/,2026-05-05T15:06:35.569287+00:00
Makola Stores,General,Heatz Zt55 Type C 12-In-1 Adapter,500.0,,GHS,https://makolastores.com/shop/heatz-zt55-type-c-12-in-1-adapter/,2026-05-05T15:06:38.367345+00:00
Makola Stores,General,Heatz ZU08 Multi Port Hub 8 IN 1,250.0,,GHS,https://makolastores.com/shop/heatz-zu08-multi-port-hub-8-in-1/,2026-05-05T15:06:38.374863+00:00
Makola Stores,General,Heatz ZW40 USB Wifi Dongle Adapter,150.0,,GHS,https://makolastores.com/shop/heatz-zw40-usb-wifi-dongle-adapter/,2026-05-05T15:06:38.380150+00:00
Makola Stores,General,Heavy-Duty Cast Iron Cookware 11 pcs Set – Built to Last,3680.0,11 pcs,GHS,https://makolastores.com/shop/heavy-duty-cast-iron-cookware-11-pcs-set-built-to-last/,2026-05-05T15:06:38.390628+00:00
Makola Stores,General,Hoffmans All in 1 Kitchen Machine Food Processor,777.0,,GHS,https://makolastores.com/shop/hoffmans-all-in-1-kitchen-machine-food-processor/,2026-05-05T15:06:38.396379+00:00
Makola Stores,General,Hoffmans Cake Mixer,1499.0,,GHS,https://makolastores.com/shop/hoffmans-cake-mixer/,2026-05-05T15:06:38.406136+00:00
Makola Stores,General,Hoffmans Multifunction Food Chopper,550.0,,GHS,https://makolastores.com/shop/hoffmans-multifunction-food-chopper/,2026-05-05T15:06:38.412582+00:00
Makola Stores,General,"Home Theater System – Immersive Sound, Powerful Bass!",977.0,,GHS,https://makolastores.com/shop/home-theater-system-immersive-sound-powerful-bass/,2026-05-05T15:06:38.422156+00:00
Makola Stores,General,Honda Accord door weather seal strip,540.0,,GHS,https://makolastores.com/shop/honda-accord-door-weather-seal-strip/,2026-05-05T15:06:38.434395+00:00
Makola Stores,General,Honda civic door weather seal strip,540.0,,GHS,https://makolastores.com/shop/honda-civic-door-weather-seal-strip/,2026-05-05T15:06:38.442284+00:00
Makola Stores,General,Honda CR-V door weather seal strip,540.0,,GHS,https://makolastores.com/shop/honda-cr-v-door-weather-seal-strip/,2026-05-05T15:06:38.449431+00:00
Makola Stores,General,Hot Plate 2 Burner Electric – Portable Stove for Fast Cooking,599.0,,GHS,https://makolastores.com/shop/hot-plate-2-burner-electric-portable-stove-for-fast-cooking/,2026-05-05T15:06:38.456543+00:00
Makola Stores,General,Household Electric Sewing Machine –Compact & Portable Home Sewing Solution,799.0,,GHS,https://makolastores.com/shop/household-electric-sewing-machine-compact-portable-home-sewing-solution/,2026-05-05T15:06:42.373368+00:00
Makola Stores,General,HP Compaq Elite 8300 Convertible Mini Tower Desktop Computer / 3rd Gen / Core i5 / USED,600.0,,GHS,https://makolastores.com/shop/hp-compaq-elite-8300-convertible-mini-tower-desktop-computer-3rd-gen-core-i5-used/,2026-05-05T15:06:42.379003+00:00
Makola Stores,General,HP Compaq Pro 6300 SFF Desktop Computer / 3rd Gen / Core i 5 / USED,600.0,,GHS,https://makolastores.com/shop/hp-compaq-pro-6300-sff-desktop-computer-3rd-gen-core-i-5-used/,2026-05-05T15:06:42.385349+00:00
Makola Stores,General,Hp Deskjet 2875 Printer – Wireless – 3 in 1 – Colored,1295.0,,GHS,https://makolastores.com/shop/hp-deskjet-2875-printer-wireless-3-in-1-colored/,2026-05-05T15:06:42.391908+00:00
Makola Stores,General,HP EliteBook 840 G4 Laptop / 256gb – ssd / 8gb – ram / Core i5 / Used,3300.0,840 G,GHS,https://makolastores.com/shop/hp-elitebook-840-g4-laptop-256gb-ssd-8gb-ram-core-i5-used/,2026-05-05T15:06:42.397965+00:00
Makola Stores,General,HP Pavilion (16-AG0075CL) AMD Ryzen 7 8840HS / 16GB Ram / 1TB SSD / Touchscreen,12500.0,0075CL,GHS,https://makolastores.com/shop/hp-pavilion-16-ag0075cl-amd-ryzen-7-8840hs-16gb-ram-1tb-ssd-touchscreen/,2026-05-05T15:06:42.404575+00:00
Makola Stores,General,"Ice Globe Facial Massager (2pcs) – Cryotherapy Tool for Puffiness, Pores & Skin Tightening",120.0,2pcs,GHS,https://makolastores.com/shop/ice-globe-facial-massager-2pcs-cryotherapy-tool-for-puffiness-pores-skin-tightening/,2026-05-05T15:06:42.410134+00:00
Makola Stores,General,Imation DDR4 32GB Laptop Ram,1200.0,32G,GHS,https://makolastores.com/shop/imation-ddr4-32gb-laptop-ram/,2026-05-05T15:06:42.415844+00:00
Makola Stores,General,Inflatable Sofa with Footrest – Ultimate Comfort & Portability,575.0,,GHS,https://makolastores.com/shop/inflatable-sofa-with-footrest-ultimate-comfort-portability/,2026-05-05T15:06:42.423942+00:00
Makola Stores,General,Iphone 16 Pro Max,14000.0,,GHS,https://makolastores.com/shop/iphone-16-pro-max/,2026-05-05T15:06:42.429154+00:00
Makola Stores,General,Iphone 17,15000.0,,GHS,https://makolastores.com/shop/iphone-17/,2026-05-05T15:06:42.437415+00:00
Makola Stores,General,"Japan Home 3in1 Blender with Grinder & Chopper – 1.5L, 350W",599.0,5L,GHS,https://makolastores.com/shop/japan-home-3in1-blender-with-grinder-chopper-1-5l-350w/,2026-05-05T15:06:42.443391+00:00
Makola Stores,General,Jelly Mask – Peel-Off Jelly Face Mask Powder for Spa & Home Skincare,20.0,,GHS,https://makolastores.com/shop/jelly-mask-peel-off-jelly-face-mask-powder-for-spa-home-skincare/,2026-05-05T15:06:48.175208+00:00
Makola Stores,General,"Jelly Mask (23 Fl Oz) – Hydro Jelly Face Mask for Hydration, Pore Care & Glow",170.0,,GHS,https://makolastores.com/shop/jelly-mask-23-fl-oz-hydro-jelly-face-mask-for-hydration-pore-care-glow/,2026-05-05T15:06:48.180765+00:00
Makola Stores,General,KAFTAN,200.0,,GHS,https://makolastores.com/shop/kaftan-23/,2026-05-05T15:06:48.191814+00:00
Makola Stores,General,KAFTAN,350.0,,GHS,https://makolastores.com/shop/kaftan-20/,2026-05-05T15:06:48.209312+00:00
Makola Stores,General,Kurgu Onions,120.0,,GHS,https://makolastores.com/shop/kurgu-onions/,2026-05-05T15:06:52.607364+00:00
Makola Stores,General,L.A. Girl PRO Perfect Oil Control Multi-Tasking Setting Spray with a Matte Finish.,190.0,,GHS,https://makolastores.com/shop/l-a-girl-pro-perfect-oil-control-multi-tasking-setting-spray-with-a-matte-finish/,2026-05-05T15:06:52.613136+00:00
Makola Stores,General,L.A.Girl Setting Spray,120.0,,GHS,https://makolastores.com/shop/l-a-girl-setting-spray/,2026-05-05T15:06:56.387809+00:00
Makola Stores,General,Ladies Baggy Pants – African Style,200.0,,GHS,https://makolastores.com/shop/ladies-baggy-pants-african-style/,2026-05-05T15:06:56.393679+00:00
Makola Stores,General,Ladies Hand Bag – African Style,300.0,,GHS,https://makolastores.com/shop/ladies-hand-bag-african-style/,2026-05-05T15:06:56.400239+00:00
Makola Stores,General,Laptop Repairs Tool Kit,240.0,,GHS,https://makolastores.com/shop/laptop-repairs-tool-kit/,2026-05-05T15:06:56.406474+00:00
Makola Stores,General,Leaf Collectorr,8.0,,GHS,https://makolastores.com/shop/leaf-collector/,2026-05-05T15:06:56.414403+00:00
Makola Stores,General,LED Video Light Microphone Tripod Kit Bluetooth Remote Control for Phone Camera Video Vlog Photography for Tick Tock Studio Light,450.0,,GHS,https://makolastores.com/shop/led-video-light-microphone-tripod-kit-bluetooth-remote-control-for-phone-camera-video-vlog-photography-for-tick-tock-studio-light/,2026-05-05T15:06:56.422070+00:00
Makola Stores,General,"LEFON 10PCS Granite Cookware Set – Nonstick, Durable & Elegant Kitchen Essential",1199.0,10PCS,GHS,https://makolastores.com/shop/lefon-10pcs-granite-cookware-set-nonstick-durable-elegant-kitchen-essential/,2026-05-05T15:06:56.429540+00:00
Makola Stores,General,"Lefon 11-Inch Ceramic Luxury Bowl Set – Elegant Marble Design with Glass Lid, Spoons & Golden Stand | 11-Piece Premium Dinnerware for Soup, Stew & Serving",899.0,,GHS,https://makolastores.com/shop/lefon-11-inch-ceramic-luxury-bowl-set-elegant-marble-design-with-glass-lid-spoons-golden-stand-11-piece-premium-dinnerware-for-soup-stew-serving/,2026-05-05T15:06:56.436494+00:00
Makola Stores,General,Lefon 14-Piece Non-Stick Cookware Set – The Ultimate Kitchen Essential!,1940.0,,GHS,https://makolastores.com/shop/lefon-14-piece-non-stick-cookware-set-the-ultimate-kitchen-essential/,2026-05-05T15:06:56.442499+00:00
Makola Stores,General,LEFON 2.1L Electric Kettle – Fast Boil | Stainless Steel | Auto Shut-Off | 1500W Power,177.0,1L,GHS,https://makolastores.com/shop/lefon-2-1l-electric-kettle-fast-boil-stainless-steel-auto-shut-off-1500w-power/,2026-05-05T15:06:56.449443+00:00
Makola Stores,General,Lefon 8L Food Processor – 2500W High-Power Yam Pounder & Multifunction Chopper,799.0,8L,GHS,https://makolastores.com/shop/lefon-8l-food-processor-2500w-high-power-yam-pounder-multifunction-chopper/,2026-05-05T15:06:56.455097+00:00
Makola Stores,General,Lefon Cookware Set 10 PCS: The Ultimate Kitchen Upgrade for Effortless Cooking,999.0,10 PCS,GHS,https://makolastores.com/shop/lefon-cookware-set-10-pcs-the-ultimate-kitchen-upgrade-for-effortless-cooking/,2026-05-05T15:06:56.461384+00:00
Makola Stores,General,Lefon E-POT 2.5L – Electric Pot – Non stick – Removable Power Indicator,399.0,5L,GHS,https://makolastores.com/shop/lefon-e-pot-2-5l-electric-pot-non-stick-removable-power-indicator/,2026-05-05T15:06:59.251485+00:00
Makola Stores,General,LEFON Granite Die-Cast Cookware Set (23 PCS),1580.0,23 PCS,GHS,https://makolastores.com/shop/lefon-granite-die-cast-cookware-set-23-pcs/,2026-05-05T15:06:59.257878+00:00
Makola Stores,General,Lefon Party Dinnerware Ceramic Kitchenware 22pcs Set,599.0,22pcs,GHS,https://makolastores.com/shop/lefon-party-dinnerware-ceramic-kitchenware-22pcs-set/,2026-05-05T15:06:59.270249+00:00
Makola Stores,General,Lenovo ThinkCentre M82 Desktop Computer / 3rd Gen / Core i5 / USED,600.0,,GHS,https://makolastores.com/shop/lenovo-thinkcentre-m82-desktop-computer-3rd-gen-core-i5-used/,2026-05-05T15:06:59.305623+00:00
Makola Stores,General,Lion Crate,43.0,,GHS,https://makolastores.com/shop/lion-crate/,2026-05-05T15:06:59.316431+00:00
Makola Stores,General,"Lip Mask (1pc) – Deep Hydration & Plumping Treatment for Soft, Smooth Lips",10.0,,GHS,https://makolastores.com/shop/lip-mask-1pc-deep-hydration-plumping-treatment-for-soft-smooth-lips/,2026-05-05T15:06:59.324771+00:00
Makola Stores,General,Liplush Balm,13.95,,GHS,https://makolastores.com/shop/liplush-balm/,2026-05-05T15:06:59.334082+00:00
Makola Stores,General,Long Scrabbing Brush,37.0,,GHS,https://makolastores.com/shop/long-scrabbing-brush/,2026-05-05T15:06:59.339483+00:00
Makola Stores,General,Luxury 4-in-1 Black Matte Rain Shower System – Wall-Mounted Shower Set with Handheld Spray & Faucet,1699.0,,GHS,https://makolastores.com/shop/luxury-4-in-1-black-matte-rain-shower-system-wall-mounted-shower-set-with-handheld-spray-faucet/,2026-05-05T15:06:59.349331+00:00
Makola Stores,General,"Luxury Rolex 20pcs Picnic Set – Stylish, Durable & Functional!",999.0,20pcs,GHS,https://makolastores.com/shop/luxury-rolex-20pcs-picnic-set-stylish-durable-functional/,2026-05-05T15:06:59.355297+00:00
Makola Stores,General,M.A.C Fix+,550.0,,GHS,https://makolastores.com/shop/m-a-c-fix/,2026-05-05T15:07:03.721606+00:00
Makola Stores,General,M10 wireless earbuds,135.0,,GHS,https://makolastores.com/shop/m10-wireless-earbuds/,2026-05-05T15:07:03.727697+00:00
Makola Stores,General,Ma Detox Juice (Pineapple),20.0,,GHS,https://makolastores.com/shop/ma-detox-juice-pineapple/,2026-05-05T15:07:03.733798+00:00
Makola Stores,General,MAC Studio Fix Fluid SPF 15 Foundation in NW44.,700.0,,GHS,https://makolastores.com/shop/mac-studio-fix-fluid-spf-15-foundation-in-nw44/,2026-05-05T15:07:03.739312+00:00
Makola Stores,General,MAC Studio Fix Fluid SPF 15 Foundation in NW46,700.0,,GHS,https://makolastores.com/shop/mac-studio-fix-fluid-spf-15-foundation-in-nw46/,2026-05-05T15:07:03.745772+00:00
Makola Stores,General,Make it Last Original – Natural Finish Setting Spray,300.0,,GHS,https://makolastores.com/shop/make-it-last-original-natural-finish-setting-spray/,2026-05-05T15:07:03.751735+00:00
Makola Stores,General,"Makeup Setting Spray – Long-Lasting, Oil Control & Smudge-Proof Finish",80.0,,GHS,https://makolastores.com/shop/makeup-setting-spray-long-lasting-oil-control-smudge-proof-finish/,2026-05-05T15:07:03.757296+00:00
Makola Stores,General,"Makeup Sponge – Beauty Blender Soft, Latex-Free Foundation Blending Sponge",10.0,,GHS,https://makolastores.com/shop/makeup-sponge-beauty-blender-soft-latex-free-foundation-blending-sponge/,2026-05-05T15:07:03.764043+00:00
Makola Stores,General,MaMa Glo ground Dawadawa,200.0,,GHS,https://makolastores.com/shop/mama-glo-ground-dawadawa/,2026-05-05T15:07:03.774046+00:00
Makola Stores,General,"Marado 5L Rice Cooker – Large Capacity, Non-Stick with Keep Warm Function",749.0,5L,GHS,https://makolastores.com/shop/marado-5l-rice-cooker-large-capacity-non-stick-with-keep-warm-function/,2026-05-05T15:07:03.781993+00:00
Makola Stores,General,"Marado Electric Heat Flask Kettle 3L 1000W Red – Fast Boiling, Automatic Shut-Off",249.0,3L,GHS,https://makolastores.com/shop/marado-electric-heat-flask-kettle-3l-1000w-red-fast-boiling-automatic-shut-off/,2026-05-05T15:07:03.788086+00:00
Makola Stores,General,MARSTEK 5000W Hybrid Solar Power Station – Complete Energy Storage & Backup System,39500.0,,GHS,https://makolastores.com/shop/marstek-5000w-hybrid-solar-power-station-complete-energy-storage-backup-system/,2026-05-05T15:07:03.794680+00:00
Makola Stores,General,Mawuko natural ayurvedic hair growth oil – 100ml,130.0,100ml,GHS,https://makolastores.com/shop/mawuko-natural-ayurvedic-hair-growth-oil-100ml/,2026-05-05T15:07:08.127915+00:00
Makola Stores,General,McCarron 13L Halogen Oven – High-Speed Air Fryer & Multi-Cooker,899.0,13L,GHS,https://makolastores.com/shop/mccarron-13l-halogen-oven-high-speed-air-fryer-multi-cooker/,2026-05-05T15:07:08.134392+00:00
Makola Stores,General,MEN AFRICAN WEAR,300.0,,GHS,https://makolastores.com/shop/men-african-wear-3/,2026-05-05T15:07:08.141857+00:00
Makola Stores,General,MEN AFRICAN WEAR SHORT SLEEVE,280.0,,GHS,https://makolastores.com/shop/men-african-wear-short-sleeve-2/,2026-05-05T15:07:08.163952+00:00
Makola Stores,General,MIDEA MDRC207FZN43 142L CHEST FREEZER,4199.0,142L,GHS,https://makolastores.com/shop/midea-mdrc207fzn43-142l-chest-freezer/,2026-05-05T15:07:08.178813+00:00
Makola Stores,General,MIDEA-2.0HP-SPLIT-INVERTER-AIR-CONDITIONER-MSAGC-18CRFN8,8999.0,,GHS,https://makolastores.com/shop/midea-2-0hp-split-inverter-air-conditioner-msagc-18crfn8/,2026-05-05T15:07:08.186309+00:00
Makola Stores,General,Millet Cassava Flour(500g),30.0,500g,GHS,https://makolastores.com/shop/millet-cassava-flour/,2026-05-05T15:07:08.193211+00:00
Makola Stores,General,Millet Plantain Flour(500g),30.0,500g,GHS,https://makolastores.com/shop/millet-plantain-flour/,2026-05-05T15:07:08.199202+00:00
Makola Stores,General,Min min Bag,207.0,,GHS,https://makolastores.com/shop/min-min-bag/,2026-05-05T15:07:14.665920+00:00
Makola Stores,General,Mini Hermes,130.0,,GHS,https://makolastores.com/shop/mini-hermes/,2026-05-05T15:07:14.671716+00:00
Makola Stores,General,Mini ladies bag,184.0,,GHS,https://makolastores.com/shop/mini-ladies-bag/,2026-05-05T15:07:14.679763+00:00
Makola Stores,General,Mini Stepper Machine with Resistance Bands – Home Fitness Workout Stepper with LCD Monitor,1999.0,,GHS,https://makolastores.com/shop/mini-stepper-machine-with-resistance-bands-home-fitness-workout-stepper-with-lcd-monitor/,2026-05-05T15:07:14.689463+00:00
Makola Stores,General,"Misnora Special Palm Oil – 1 L, 2.5 L, 5 L",50.0,1 L,GHS,https://makolastores.com/shop/misnora-special-palm-oil-1-l-2-5-l-5-l/,2026-05-05T15:07:14.697573+00:00
